FeatID,Average
1927,1.5406
1522,1.5305
666,1.5275
381,1.5259
1470,1.5252
2094,1.5233
359,1.5207
1975,1.5147
428,1.5069
1813,1.5058
1327,1.5037
268,1.5027
996,1.5006
393,1.4949
837,1.4942
1758,1.4883
1866,1.4855
1816,1.4819
1153,1.4764
635,1.4735
555,1.4715
1155,1.4577
317,1.4542
925,1.4432
1834,1.4388
469,1.4377
783,1.4283
1891,1.4151
565,1.414
1747,1.4135
1633,1.4127
1282,1.4118
2135,1.3964
1548,1.3906
1546,1.381
597,1.3717
1932,1.3693
1964,1.3616
2005,1.3603
2010,1.3558
1269,1.3502
1537,1.3471
28,1.338
2122,1.3345
2002,1.3344
221,1.3228
1358,1.3219
2125,1.3214
1087,1.315
1962,1.3121
2140,1.3059
1125,1.3046
1106,1.2924
1769,1.2871
1876,1.2843
1779,1.275
745,1.275
1967,1.2746
194,1.2725
2146,1.2686
2052,1.2666
523,1.2612
922,1.2534
288,1.2516
849,1.2487
1197,1.2484
1839,1.2462
1959,1.2345
919,1.223
1166,1.2221
1917,1.2087
388,1.207
1619,1.2
90,1.1998
613,1.1911
490,1.1862
25,1.1844
1043,1.1703
1948,1.1659
93,1.1598
1752,1.1548
868,1.1539
460,1.1511
1540,1.1491
1723,1.1421
177,1.1403
369,1.1366
1889,1.1319
285,1.1316
1982,1.1234
1718,1.1189
2083,1.1078
281,1.0979
1353,1.0951
930,1.0878
1753,1.0791
62,1.0745
1293,1.0721
2172,1.0699
225,1.069
1608,1.0671
718,1.0666
1586,1.0627
120,1.0512
1961,1.0439
1661,1.0432
764,1.0407
2138,1.0396
1011,1.0358
1060,1.0345
1825,1.0303
2126,1.022
1803,1.019
1483,1.0173
339,1.0025
525,0.9971
1978,0.9837
1923,0.9779
918,0.9693
1303,0.9678
1873,0.9616
1802,0.957
1232,0.9403
916,0.9307
1399,0.9204
1264,0.9124
243,0.9084
1444,0.8913
279,0.8779
700,0.8778
4,0.8721
2051,0.8615
214,0.8592
312,0.8545
1338,0.8531
1620,0.8524
240,0.8432
361,0.843
1710,0.8429
787,0.8367
129,0.8337
1351,0.8271
362,0.8223
834,0.8175
1771,0.8159
229,0.8146
1545,0.8049
1176,0.7901
1733,0.7856
1455,0.7855
799,0.7807
910,0.7716
290,0.7627
1589,0.7499
934,0.7473
1626,0.7473
496,0.7441
1861,0.7421
1183,0.7391
1158,0.7386
1498,0.7359
571,0.7231
1933,0.7093
2026,0.6979
1154,0.6941
615,0.6931
1877,0.683
1083,0.678
1285,0.675
1549,0.6724
606,0.6697
68,0.6696
526,0.6561
518,0.6556
2087,0.6552
685,0.6411
466,0.6295
1396,0.6193
1872,0.6165
77,0.6149
1150,0.6063
1335,0.6022
2059,0.6018
848,0.5955
1766,0.5887
1141,0.5778
1003,0.5739
241,0.5703
1677,0.5647
649,0.5488
1379,0.5485
150,0.5485
2090,0.5456
774,0.5445
1339,0.5428
79,0.5408
1435,0.5293
1413,0.5178
245,0.5152
1524,0.5106
2009,0.5054
1406,0.5029
1258,0.4956
907,0.4946
1467,0.4923
1487,0.4915
1981,0.4822
1641,0.4802
1276,0.4788
1609,0.4778
809,0.4738
419,0.4636
817,0.4604
1513,0.4479
1697,0.4447
2110,0.4384
1340,0.4378
822,0.4367
2156,0.4327
674,0.4144
187,0.4138
847,0.4137
1533,0.4051
1536,0.405
471,0.4013
316,0.3927
1595,0.3927
1344,0.3917
2021,0.3864
2070,0.3774
2081,0.3725
171,0.3687
2076,0.368
308,0.3646
985,0.3607
2077,0.3564
587,0.3528
60,0.3511
1356,0.3379
2033,0.3213
2075,0.3202
2096,0.3113
1471,0.3071
1093,0.3064
489,0.3025
1798,0.2972
717,0.2965
1127,0.289
1528,0.2887
1118,0.2849
1381,0.2798
1260,0.2783
446,0.2765
632,0.2673
1227,0.2657
208,0.2587
1203,0.2569
1538,0.2564
1426,0.255
1305,0.255
1915,0.2431
1570,0.2411
1231,0.2396
1971,0.2393
1497,0.232
350,0.2278
1094,0.2277
1200,0.2276
78,0.2211
1662,0.2189
527,0.2187
889,0.2158
1590,0.215
1624,0.208
1575,0.1961
421,0.1883
514,0.185
881,0.1838
1355,0.1795
882,0.1772
808,0.1762
1756,0.1717
788,0.1625
1178,0.1554
1534,0.1489
2084,0.1442
1777,0.1434
2175,0.1431
2131,0.1427
757,0.1382
1013,0.1357
1955,0.1337
2037,0.1253
