FeatID,Average
1462,1.8062
21,1.8004
934,1.7973
514,1.7865
1358,1.778
842,1.7767
2126,1.7754
1444,1.7714
600,1.7619
757,1.7614
272,1.7595
1143,1.7585
1245,1.7582
2009,1.7582
1009,1.7581
1758,1.7579
339,1.7579
269,1.7571
896,1.7545
1381,1.751
256,1.7499
1554,1.7455
1235,1.7339
1619,1.7332
651,1.7272
1612,1.7188
1216,1.7188
1725,1.7112
504,1.7069
798,1.7
1889,1.695
405,1.6941
1716,1.6926
1153,1.6855
210,1.682
5,1.6756
1641,1.6646
60,1.6601
1428,1.6581
1311,1.6571
907,1.6537
1894,1.6526
1264,1.647
2077,1.6448
837,1.6404
597,1.6265
886,1.6261
632,1.6246
688,1.6237
945,1.6117
1208,1.6108
572,1.6033
1150,1.5976
419,1.5976
1003,1.5919
1106,1.5888
686,1.588
1863,1.5875
1723,1.5767
1586,1.5739
706,1.5594
1491,1.5566
245,1.5426
715,1.5292
312,1.5269
214,1.5224
599,1.5139
906,1.5085
229,1.5062
388,1.505
1276,1.4888
3,1.4832
1438,1.474
817,1.4715
996,1.4605
705,1.457
430,1.4543
74,1.4529
267,1.4463
1786,1.4458
198,1.436
1609,1.4329
1175,1.4321
1127,1.4259
2110,1.4221
1513,1.4206
714,1.4127
372,1.4125
1750,1.4051
940,1.3903
1155,1.3882
1293,1.3874
150,1.385
1978,1.3773
752,1.3687
393,1.3627
2019,1.3606
1948,1.3572
1803,1.343
799,1.3376
93,1.3259
2047,1.3239
1982,1.3123
134,1.3121
751,1.3117
1902,1.3088
240,1.3064
1700,1.2917
1498,1.2876
446,1.2824
1200,1.2811
173,1.2763
1126,1.274
2090,1.2716
316,1.2612
490,1.2574
402,1.2569
1467,1.2565
302,1.2565
1118,1.2563
2092,1.2515
471,1.2421
1992,1.2326
782,1.2277
848,1.2199
1173,1.2195
509,1.2163
1702,1.209
2010,1.2077
1718,1.2049
187,1.1993
1471,1.1876
613,1.1868
764,1.1803
1548,1.1763
2096,1.1703
1522,1.1696
1686,1.1611
1738,1.1533
1221,1.1533
1487,1.1427
2140,1.1394
308,1.1338
1691,1.1325
1954,1.1295
1765,1.1219
1861,1.1131
1413,1.1063
1144,1.1018
809,1.095
666,1.0844
496,1.0788
1873,1.0788
2084,1.0776
421,1.0717
655,1.0703
1125,1.0684
2075,1.0535
234,1.0409
1176,1.0389
565,1.0383
700,1.0375
849,1.0334
649,1.0296
489,1.0225
532,1.0172
2175,1.0068
1533,1.0007
1813,0.9866
361,0.9827
571,0.9682
525,0.9652
788,0.9567
2027,0.9531
503,0.9454
77,0.9374
1356,0.9326
1570,0.9267
2014,0.9242
1426,0.9187
1639,0.9126
2081,0.9003
1915,0.8986
2146,0.8927
834,0.8901
1662,0.8874
1111,0.8873
75,0.8787
1624,0.8712
1825,0.8691
1258,0.8646
2115,0.8633
369,0.8632
674,0.8553
1756,0.8391
1141,0.8388
1461,0.8342
717,0.8277
1981,0.8269
810,0.8215
518,0.8213
2076,0.8145
1734,0.8145
79,0.8133
1798,0.8131
1595,0.8108
611,0.8096
1227,0.794
527,0.78
1203,0.7794
83,0.7734
1335,0.7725
208,0.7611
2037,0.7607
1777,0.7577
1497,0.748
1590,0.7404
685,0.7381
171,0.7348
1811,0.7264
881,0.726
930,0.7255
1231,0.7233
